nom_editeur;adresse;code_postal;ville;departement;url_site_web;annee_creation;diffusion;distribution;nombre_titre_catalogue;nombre_publication;domaines_editoriaux;presence_salon_du_livre_paris_2014;racine_isbn;siret_ou_siren;id;wgs84
INSEE (INSTITUT DE LA STATISTIQUE ET DES ÉTUDES ÉCONOMIQUES);Timbre 470 - 18 boulevard Adolphe Pinard;75675;PARIS;75;www.insee.fr;1946;Dunod;Hachette;1500;250;Sciences humaines et sociales;Non;11;;IF76_043_7826056028;48.824793,2.302978
LAYEUR;4 rue des Vanettes;92400;COURBEVOIE;92;;2000;le CDE;Sodis;186;3;"Arts (livres) ; Sciences humaines et sociales";Non;915118;42976800500010;IF76_043_7826055371;48.9020808,2.2721526
CERCLE D'ART;10 rue Sainte-Anastase;75003;PARIS;75;www.cercledart.com;1950;Harmonia Mundi;Harmonia Mundi;450;20;"Arts (livres) ; Beaux-arts / arts plastiques";Non;7022;;IF76_043_7826055383;48.8598378,2.363769
PÉDONE ÉDITIONS;13 rue Soufflot;75005;PARIS;75;www.apedone.info;1835;Auto-diffusion;Auto-distribution;300;30;"Droit  ; Histoire  ; Sciences économiques  ; Sciences humaines et sociales";Non;233;;IF76_043_7826055716;48.8467269,2.3423465
L'ECHAPPÉE BELLE ÉDITION;14 avenue des Acacias;93170;BAGNOLET;93;www.lechappeebelleedition.com;2010;Soleils;Soleils;11;6;"Architecture et design  ; Beaux-arts / arts plastiques  ; Danse ; Photographie  ; Poésie";Oui;919483;;IF76_043_7826055746;48.8687623,2.4222028
EUROPIA PRODUCTIONS - ÉDITION;15 avenue de Ségur;75007;PARIS;75;www.europia.fr;1991;CID;CID;71;3;Sciences et techniques, médecine et gestion (livre);Non;909285;40074353000026;IF76_043_7826055830;48.8520854,2.3107476
ÉDITIONS L'ORIGINEL - CHARLES ANTONI;25 rue Saulnier;75009;PARIS;75;www.loriginel.com;1991;la SODDIL - Albouraq;la SODDIL - Albouraq;92;6;"Esotérisme, occultisme  ; Essai, analyse, critique  ; Loisirs, vie pratique, tourisme  ; Philosophie  ; Tous genres";Non;910677;;IF76_043_7826056433;48.8757092,2.344222
ÉDITIONS PASCAL;34 rue Broca;75005;PARIS;75;www.editionspascal.com;2003;Dilisco et EDI;Dilisco;80;15;"Livre jeunesse ; Loisirs, vie pratique, tourisme  ; Psychologie  ; Roman, nouvelle ; Santé ; Société  ; Tous genres";Non;35019;;IF76_043_7826056751;48.8382242,2.3478465
ÉDITIONS GRANCHER;98 rue de Vaugirard;75006;PARIS;75;www.grancher.com;1952;DG diffusion;DG diffusion;350;40;"Loisirs, vie pratique, tourisme  ; Religion/ésotérisme";Non;7339;;IF76_043_7826057879;48.8465237,2.3242712
SENS & TONKA ÉDITEURS;99 rue du Faubourg du Temple;75010;PARIS;75;sens-tonka.blogspot.com;1992;CED Cedif;Daudin;229;12;"Essai, analyse, critique  ; Littérature langue française ; Sciences humaines et sociales";Non;84534;;IF76_043_7826057888;48.8708869,2.3734776
ÉDITIONS PAULSEN;216 boulevard Saint-Germain;75007;PARIS;75;www.editionspaulsen.com;2005;CED Cedif;Sodis;29;5;"Littérature langue française ; Loisirs, vie pratique, tourisme  ; Mémoire, témoignage, biographie (littérature)";Non;916552;;IF76_043_7854189721;48.8554729,2.3282556
LA CAUSE DES LIVRES;126 rue de la Pompe;75016;PARIS;75;www.lacausedeslivres.com;2003;le collectif des éditeurs indépendants;le collectif des éditeurs indépendants;24;3;"Mémoire, témoignage, biographie (littérature) ; Sciences humaines et sociales";Non;917336;48828053800015;IF76_043_7826055644;48.8670614,2.2806743
ARTHENA - ASSOCIATION POUR LA DIFFUSION DE L'HISTOIRE DE L'ART;8 rue François Miron;75004;PARIS;75;;1977;Auto-diffusion;Auto-distribution;42;2;Arts (livres);Non;903239;;IF76_043_7826056328;48.8558212,2.3550406
LES HUMANOÏDES ASSOCIÉS ÉDITIONS;24 avenue Philippe Auguste;75011;PARIS;75;www.humano.com;1974;Delsol;Hachette;450;60;Bande dessinée;Non;7316;;IF76_043_7826056391;48.8510037,2.3947811
PANTHÉON ÉDITIONS;12 rue Antoine Bourdelle;75015;PARIS;75;www.editions-pantheon.fr;1992;Auto-diffusion;Pollen littéral;300;100;"Droit  ; Essai, analyse, critique  ; Littérature langue française ; Religion  ; Sciences et techniques, médecine et gestion (livre ; Sciences humaines et sociales";Non;84094;;IF76_043_7826056487;48.8432946,2.3191547
EMMANUEL PROUST ÉDITIONS;55 rue Traversière;75012;PARIS;75;www.epeditions.fr;2008;Interforum;Interforum;331;30;"Bande dessinée ; Documents, actualités, essais ; Livre jeunesse ; Parascolaire  ; Roman, nouvelle ; Scolaire  ; Tous genres";Non;84810;;IF76_043_7826057225;48.8485189,2.3741252
ÉDITIONS L'ÉCHAPPÉE;32 avenue de la Résistance;93100;MONTREUIL;93;www.lechappee.org;2005;Les Belles Lettres;Les Belles Lettres;70;8;;Non;915830;;IF76_043_8826324530;48.8600552,2.4374937
ÉDITIONS JEAN-PAUL GISSEROT;10 rue Gracieuse;75005;PARIS;75;www.editions-gisserot.com;1988;Auto-diffusion;Auto-distribution;900;75;"Carte géographique et atlas ; Histoire  ; Parascolaire  ; Régionalisme  ; Tous genres";Non;87747;;IF76_043_7826055362;48.8425446,2.3516373
MILA ÉDITIONS;2 ter rue des Chantiers;75005;PARIS;75;www.mila-editions.fr;1984;Dilisco;Dilisco;543;30;Livre jeunesse;Non;84006;;IF76_043_7826055572;48.8488421,2.3552543
ÉDITIONS BARTILLAT;2 rue Crébillon;75006;PARIS;75;www.editions-bartillat.com;2000;Interforum;Interforum;350;25;Littérature langue française;Non;84100;;IF76_043_7826056118;48.8502494,2.3382031
CASSI ÉDITION;2 cité Dupetit Thouars;75003;PARIS;75;www.cassi-edition.com;1999;;;300;30;"Arts (livres) ; Loisirs, vie pratique, tourisme";Non;9528206;;IF76_043_7826056154;48.8655025,2.3616403
ART ET COMÉDIE;3 rue de Marivaux;75002;PARIS;75;www.artcomedie.com;2003;Auto-diffusion;Auto-distribution;909;50;Théâtre;Non;84422;41248965000058;IF76_043_7826056157;48.8706484,2.3371899
RAISONS D'AGIR ÉDITIONS;5 rue de Charonne;75011;PARIS;75;www.raisonsdagir-editions.org;1996;Volumen;Volumen;77;6;"Essai, analyse, critique  ; Sciences humaines et sociales";Oui;912107;;IF76_043_7826056508;48.8524019,2.3741541
CARTE BLANCHE;29 rue Gachet;95430;AUVERS-SUR-OISE;95;homepage.mac.com/philemon1/articles/carte-blanche.htm;2003;;UD;;;"Poésie ; Roman, nouvelle";Non;905045;;IF76_043_7826056571;49.0710946,2.1581852
BRUNO LEPRINCE;62 rue Monsieur Le prince;75006;PARIS;75;www.bruno-leprince.fr;1994;Dilisco;Dilisco;250;20;"Cuisine, gastronomie et vins  ; Politique  ; Sciences humaines et sociales  ; Tous genres";Non;909634;;IF76_043_7826057384;48.8479689,2.3407636
LES ÉDITIONS DE MINUIT;7 rue Bernard Palissy;75006;PARIS;75;www.leseditionsdeminuit.fr;1945;Volumen;Volumen;2043;17;"Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;7073;;IF76_043_7826057474;48.8530882,2.3317891
MANUELLA ÉDITIONS;49 rue de Turenne;75003;PARIS;75;www.manuella-editions.fr;2008;Vilo;Vilo;51;11;;Non;917217;48040325200020;IF76_043_8826355360;48.8581355,2.3644244
QUINTESSENCE INTERNATIONAL ÉDITEUR;18 avenue Winston Churchill;94220;CHARENTON-LE-PONT;94;www.quintessence-international.fr;1997;Auto-diffusion;Auto-distribution;84;6;Sciences et techniques, médecine et gestion (livre);Non;912550;41103027300030;IF76_043_7826055458;48.8264094,2.4023864
ÉDITIONS DÉCLICS;14 rue des Volontaires;75015;PARIS;75;www.petitfute.com;2002;Sofedis;Sodis;408;30;"Loisirs, vie pratique, tourisme  ; Régionalisme";Non;84768;43991700600025;IF76_043_7826055776;48.8424811,2.3068563
LAFITTE-HEBRARD;16 rue Camille Pelletan;92300;LEVALLOIS-PERRET;92;www.whoswho.fr;2008;Auto-diffusion;Auto-distribution;8;1;Ouvrage de documentation;Non;85784;55203669100038;IF76_043_7826055932;48.8955684,2.2910516
ÉDITIONS MAISON D'ENNOUR;21 rue Moret;75011;PARIS;75;www.maisondennour.com;1984;Auto-diffusion;Auto-distribution;43;1;"Livre jeunesse ; Loisirs, vie pratique, tourisme  ; Religion  ; Tous genres";Non;7524;32995260000016;IF76_043_7826056220;48.8674607,2.3790181
GALLMEISTER ÉDITIONS;14 rue du Regard;75006;PARIS;75;www.gallmeister.fr;2005;CDE;Sodis;75;10;Littérature langue étrangère;Non;35178;;IF76_043_7826056658;48.848158,2.326556
VICTOIRES ÉDITIONS;38 rue Croix-des-Petits-Champs;75001;PARIS;75;www.victoires-editions.fr;1987;PUF;UD;195;10;"Droit  ; Environnement  ; Littérature langue française";Non;908056;;IF76_043_7826056985;48.864215,2.3406814
ÉPISTÈMES;10 square de Clignancourt;75018;PARIS;75;;;;;;;Arts (livres);Non;84853;;IF76_043_7826057021;48.8930364,2.346476
ÉDITIONS DU FÉLIN;10 rue La Vacquerie;75011;PARIS;75;www.editionsdufelin.com;1982;CDE;Sodis;460;25;"Essai, analyse, critique  ; Histoire  ; Littérature langue française ; Philosophie  ; Religion  ; Sciences humaines et sociales";Oui;86645;;IF76_043_7826057495;48.8580975,2.3852806
ALBERT BLANCHARD;9 rue de Médicis;75006;PARIS;75;www.blanchard75.fr;2003;Auto-diffusion;Auto-distribution;150;5;Sciences et techniques, médecine et gestion (livre);Non;85367;;IF76_043_7826057762;48.8484065,2.3397706
ÉDITIONS DE CORLEVOUR;97 rue Henri Barbusse;92110;CLICHY;92;www.corlevour.fr;2002;CDE;Sodis;123;10;"Documents, actualités, essais ; Poésie ; Religion  ; Roman, nouvelle ; Tous genres";Non;915831;;IF76_043_7826057873;48.9007669,2.3076381
TALLANDIER ÉDITIONS;2 rue rotrou;75006;PARIS;75;www.tallandier.com;1865;Volumen;Volumen;500;90;"Document, reportage  ; Essai, analyse, critique  ; Histoire  ; Sciences humaines et sociales";Non;84734;;IF76_043_7854189754;48.8495857,2.3383581
LES ÉDITIONS AUX FORGES DE VULCAIN;Bat. E2 - 131 avenue de Flandres;75019;PARIS;75;www.auxforgesdevulcain.fr;2008;Auto-diffusion;Auto-distribution;78;5;"Arts (livres) ; Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;9530259;52266547000012;IF76_043_8214861150;48.8920296,2.3781
ÉDITIONS CRÉAPHIS;34 boulevard de l'Hôpital;75005;PARIS;75;www.editions-creaphis.com;1982;Volumen;Volumen;234;7;"Arts (livres) ; Histoire  ; Littérature langue française ; Poésie ; Tous genres";Non;35428;43784743700021;IF11_043_9091977960;48.8406623,2.3618016
LES PRAIRIES ORDINAIRES ÉDITIONS;206 boulevard Voltaire;75011;PARIS;75;www.lesprairiesordinaires.fr;2005;Les Belles Lettres;Les Belles Lettres;62;8;"Philosophie  ; Politique  ; Sciences humaines et sociales";Non;35096;;IF76_043_7826055317;48.8534452,2.3868802
ÉDITIONS DE FALLOIS;22 rue de la Boétie;75008;PARIS;75;www.editionsfallois.fr;1987;Hachette;Hachette;565;25;"Documents, actualités, essais ; Philosophie  ; Religion  ; Roman, nouvelle ; Sciences humaines et sociales";Non;87706;;IF76_043_7826056265;48.8741642,2.3161788
LEDUC.S EDITIONS;17 rue du Regard;75006;PARIS;75;www.editionsleduc.com;2002;Auto-diffusion;Dilisco;300;103;"Documents, actualités, essais ; Humour ; Loisirs, vie pratique, tourisme  ; Psychologie  ; Santé";Non;84899;;IF76_043_7826056736;48.8476929,2.3270488
ABC MELODY ÉDITIONS;26 rue Liancourt;75014;PARIS;75;www.abcmelody.com;1999;EDI;Sodis;99;12;Livre jeunesse;Non;916947;;IF76_043_7826057093;48.8342229,2.3265754
ÉDITIONS LA BIBLIOTHÈQUE;9 rue du Docteur-Heulin;75017;PARIS;75;www.editionslabibliotheque.fr;1992;Les Belles Lettres;Les Belles Lettres;63;3;Littérature langue française;Non;909688;;IF76_043_7826057771;48.8899227,2.322659
JEAN-VINCENT SÉNAC;6 rue de la Folie Mericourt;75011;PARIS;75;www.jeanvincentsenac.com;2008;Auto-diffusion;Auto-distribution;;;"Arts (livres) ; Livre jeunesse";Non;84686;;IF76_043_7854189412;48.8614498,2.3748132
L'AVANT-SCÈNE THÉÂTRE;75 rue des Saints-Pères;75006;PARIS;75;www.avant-scene-theatre.com;1949;Auto-diffusion;Les Belles Lettres;961;60;Théâtre;Non;7498;58215021500074;IF76_043_8040114050;48.8527997,2.3296611
DIAPHANES ÉDITIONS;40 rue de l'échiquier;75010;PARIS;75;www.diaphanes.fr;2001;Pollen littéral;Pollen littéral;350;;"Littérature langue étrangère ; Littérature langue française";Non;;;IF06_043_10521801880;48.8718866,2.3489327
SCITEP ÉDITIONS;4 rue Paul Bert;75011;PARIS;75;www.scitep-editions.fr;2012;Auto-diffusion;Auto-distribution;5;;Sciences et techniques, médecine et gestion (livre);Non;9540280;53255349200010;ADIF_043_10089965510;48.8512354,2.3845112
LES ÉDITIONS FP&CF;18 rue Guillaume Bertrand;75011;PARIS;75;www.editionsfpcf.com;2009;Auto-diffusion;Auto-distribution;25;6;"Architecture et design  ; Arts (livres) ; Photographie";Oui;91366;;IF06_043_11290731440;48.8636112,2.3808962
PDV (LES PRESSES DE VALMY) ÉDITIONS;165 rue de Paris;94220;CHARENTON-LE-PONT;94;www.pressesdevalmy.com;1993;CED Cedif;Daudin;120;12;"Document, reportage  ; Esotérisme, occultisme  ; Histoire  ; Mémoire, témoignage, biographie (documents) ; Sciences humaines et sociales";Non;84772;;IF76_043_7826055971;48.8274482,2.4040821
ÉDITIONS DU MUSÉE RODIN;19 boulevard des Invalides;75007;PARIS;75;www.musee-rodin.fr;1917;Auto-diffusion;Auto-distribution;79;8;Beaux-arts / arts plastiques;Non;901428;;IF76_043_7826056067;48.8568485,2.3151259
ÉDITIONS FAREL;Bât F - Croissy Beaubourg - 19 rue Georges Bidault;77435;MARNE-LA-VALEE;77;www.editionsfarel.com;1978;AVM;AVM;220;20;"Religion  ; Sciences humaines et sociales";Non;86314;;IF76_043_7826056085;48.830889,2.649659
ÉDITIONS MOISSON ROUGE;Passage Lhomme - 26 rue de Charonne;75011;PARIS;75;www.moisson-rouge.fr;2007;le CDE;Sodis;65;8;Policier;Non;914833;;IF76_043_7826056139;48.852814,2.375708
LE BÉLIAL;50 rue du Clos;77670;SAINT-MAMMES;77;www.belial.fr;2001;le CDE;Sodis;183;12;Fantastique, SF, épouvante;Non;84344;40473150700038;IF76_043_7826057306;48.3873292,2.8054693
ÉDITIONS VELOURS;95 rue La Boétie;75008;PARIS;75;www.editionsvelours.com;2005;Auto-diffusion;Auto-distribution;525;60;Roman, nouvelle;Non;35167;48095806500017;IF76_043_7826057861;48.8714913,2.3078962
KARTHALA ÉDITIONS;22-24 boulevard Arago;75013;PARIS;75;www.karthala.com;1980;Auto-diffusion;Auto-distribution;2700;120;Sciences humaines et sociales;Non;8111;;Serv_043_8586623531;48.8356138,2.3481327
GRAND NORD;15 rue du Cardinal Lemoine;75005;PARIS;75;www.livres-polaires.com;2008;;;11;;"Sciences humaines et sociales  ; Tourisme";Non;913623;;Serv_043_9342651501;48.8486851,2.3539164
LES ÉDITIONS DES BRAQUES;4 rue de Braques;75003;PARIS;75;www.leseditionsdesbraques.com;2010;Interforum;Harmonia Mundi;46;9;Livre jeunesse;Non;918911;51282460800016;ADIF_043_9915028910;48.8608509,2.357005
ÉDITIONS CAMPAGNE PREMIÈRE;Société de Psychanalyse Freudienne - 23 rue Campagne Première;75014;PARIS;75;www.spf.asso.fr;2001;;UD;100;10;"Essai, analyse, critique  ; Philosophie";Oui;915789;;IF06_043_10457218680;48.8393153,2.3320451
KTM ÉDITIONS;15 rue Claude Tillier;75012;PARIS;75;www.ktmeditions.com;1998;Auto-diffusion;Auto-distribution;56;5;Roman, nouvelle;Non;913066;;IF76_043_7826055845;48.8481378,2.3878915
ÉDITIONS EXILS;2 rue du Regard;75006;PARIS;75;;1998;le CDE;Sodis;55;4;"Littérature langue française ; Sciences humaines et sociales";Non;912969;;IF76_043_7826056133;48.8491967,2.326632
TARTAMUDO ÉDITIONS;21 place Ovale;94230;CACHAN;94;www.tartamudo.com;1999;Makassar;Makassar;42;4;"Bande dessinée ; Livre jeunesse";Non;910867;;IF76_043_7826056211;48.7936668,2.3360383
LE CERCLE D'ÉCRITS CAUCASIENS;27 rue de Tanqueux;77260;CHAMIGNY;77;www.lecercledecritscaucasiens.over-blog.com;1999;Auto-diffusion;Auto-distribution;22;4;"Essai, analyse, critique  ; Littérature langue française";Non;913564;;IF76_043_7826056499;48.9669162,3.1440696
ÉDITIONS PC;35 quai André Citroën;75015;PARIS;75;www.editionspc.com;2001;CED Cedif;Dilisco;88;8;Arts (livres);Non;912683;44003233200023;IF76_043_7826056778;48.8473398,2.2794503
ÉDITIONS DU PACIFIQUE;5 rue Saint-Romain;75006;PARIS;75;www.leseditionsdupacifique.com;1989;Volumen;Volumen;55;10;"Arts (livres) ; Encyclopédies et dictionnaires ; Loisirs, vie pratique, tourisme";Non;87868;;IF76_043_7826057153;48.8479246,2.3206833
ALBAN;47 bis rue du Commerce;75015;PARIS;75;www.alban.fr;1998;Pollen littéral;Pollen littéral;30;10;"Documents, actualités, essais ; Livre jeunesse";Non;911175;;IF76_043_7826057294;48.8465159,2.2957925
L'ESPRIT FRAPPEUR ÉDITIONS;20 rue Courat;75020;PARIS;75;www.ladylongsolo.com/l-esprit-frappeur.html;1998;Calibre;Calibre;157;6;Documents, actualités, essais;Non;84405;;IF76_043_7826057744;48.8574241,2.4053544
DYNAMITE ÉDITIONS;122 rue du Chemin Vert;75011;PARIS;75;www.lamusardine.com;2003;Les Belles Lettres;Les Belles Lettres;90;8;Bande dessinée;Non;9151;;IF76_043_7830379858;48.8618852,2.3840334
IMAV ÉDITIONS;163 rue du Faubourg Saint-Honoré;75008;PARIS;75;www.imaveditions.com;2003;CED Cedif;Sodis;9;2;"Bande dessinée ; Livre jeunesse";Non;915732;;IF11_043_9092035190;48.8745235,2.3059338
LE BILLET-POÈME;55 rue Robert Doisy;92160;ANTONY;92;www.lebilletpoeme.fr;2000;Auto-diffusion;Auto-distribution;25;2;Poésie;Non;918530;;IF76_043_7826057222;48.7584106,2.2933692
TEMPS PRÉSENT;68 rue de Babylone;75007;PARIS;75;www.temps-present.fr;2009;CED Cedif;Les Belles Lettres;20;4;Documents, actualités, essais;Non;916842;56212872800010;IF76_043_7826057435;48.8519379,2.3166494
MAMA ÉDITIONS;1 rue Pache;75011;PARIS;75;www.mamaeditions.net;2000;Auto-diffusion;Pollen littéral;20;6;"Loisirs, vie pratique, tourisme  ; Religion/ésotérisme";Non;84594;;IF76_043_7826057507;48.8583565,2.382088
ÉDITIONS BUSSIÈRE;34 rue Saint-Jacques;75005;PARIS;75;www.editions-bussiere.com;1927;Dilisco;Dilisco;334;31;"Loisirs, vie pratique, tourisme  ; Religion/ésotérisme";Non;85090;;IF76_043_7830380122;48.8504874,2.3451451
OSLO ÉDITIONS;21 avenue de la Motte-Picquet;75007;PARIS;75;www.osloeditions.eu;2008;Pollen littéral;Pollen littéral;83;;"Fantastique, SF, épouvante ; Littérature langue française ; Livre jeunesse ; Musique  ; Policier ; Tous genres";Non;35754;;IF11_043_9111273240;48.8555596,2.3079644
LES POINTS SUR LES I ÉDITIONS;16 bd Saint-Germain;75005;PARIS;75;www.i-editions.com;2000;Auto-diffusion;Comptoir du Livre;200;30;"Essai, analyse, critique  ; Littérature langue française ; Livre jeunesse ; Théâtre  ; Tous genres";Non;915640;;IF76_043_7826055539;48.8496889,2.3540265
IMEC - INSTITUT MÉMOIRE DE L'ÉDITION CONTEMPORAINE;174 rue de Rivoli;75001;PARIS;75;www.imec-archives.com;1989;Volumen;Volumen;96;5;"Correspondance ; Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;908295;;IF76_043_7826056022;48.8630584,2.3350848
ÉDITIONS SED;2 rue Chappé;78130;LES-MUREAUX;78;www.editions-sed.fr;1981;Auto-diffusion;Auto-distribution;1007;25;Scolaire;Non;86893;;IF76_043_7826056112;48.9805322,1.8942742
JACQUES GABAY ÉDITIONS;151 bis rue Saint-Jacques;75005;PARIS;75;www.gabay.com;1987;Auto-diffusion;Auto-distribution;310;10;Sciences et techniques, médecine et gestion (livre);Non;87647;;IF76_043_7826056439;48.8465669,2.3434864
ÉDITIONS DU LINTEAU;52 rue de Douai;75009;PARIS;75;www.editions-linteau.com;1993;;UD;84;5;Architecture et design;Non;910342;38974506800020;IF76_043_7826057189;48.8833891,2.3303828
ÉDITIONS CALLIOPÉES;80 avenue Jean Jaures;92140;CLAMART;92;www.calliopees.fr;2006;Auto-diffusion;Auto-distribution;49;9;"Documents, actualités, essais ; Littérature langue étrangère ; Littérature langue française ; Mémoire, témoignage, biographie (littérature)";Non;916608;48872489900031;IF76_043_7826057636;48.8046391,2.266806
ÉLECTRE - ÉDITIONS DU CERCLE DE LA LIBRAIRIE;35 rue Grégoire de Tours;75006;PARIS;75;www.electre.com;1949;Electre;Electre;150;12;Ouvrage de documentation;Non;7654;;IF76_043_7990288200;48.8520695,2.3376199
HÉLIOPOLES;22 rue des Taillandiers;75011;PARIS;75;www.heliopoles.fr;2011;Volumen;Volumen;23;6;Loisirs, vie pratique, tourisme;Non;919006;51819122600019;ADIF_043_9111329590;48.8550533,2.3750384
RUE DES ÉCOLES ÉDITEUR;2 ter rue des Chantiers;75005;PARIS;75;www.ruedesecoles.com;2003;Magnard vuibert diffusion;Dilisco;918;90;"Livre jeunesse ; Parascolaire";Non;84431;;IF76_043_7826055569;48.8488421,2.3552543
TALMART ÉDITIONS;22 rue du cCoître Saint-Merri;75004;PARIS;75;www.talmart.eu;1980;Auto-diffusion;Auto-distribution;80;4;"Arts (livres) ; Littérature langue française ; Sciences humaines et sociales";Non;903911;;IF76_043_7826056289;48.8593597,2.3507504
ÉDITIONS HONORÉ CHAMPION;3 rue Corneille;75006;PARIS;75;www.honorechampion.com;1874;Auto-diffusion;Auto-distribution;4900;130;"Documents, actualités, essais ; Encyclopédies et dictionnaires ; Littérature langue française ; Religion  ; Sciences humaines et sociales  ; Tous genres";Non;7453;;IF76_043_7826056607;48.8496249,2.3390802
RIVE DROITE ÉDITIONS;58 avenue de Wagram;75017;PARIS;75;www.rivedroite.org;1994;CID;CID;100;10;"Mémoire, témoignage, biographie (documents) ; Sciences et techniques, médecine et gestion (livre";Non;84152;;IF76_043_7826057258;48.8790994,2.2993333
LE TEMPS DES CERISES ÉDITIONS;47 rue Mathurin Moreau;75019;PARIS;75;www.letempsdescerises.net;1993;Auto-diffusion;Auto-distribution;280;30;"Essai, analyse, critique  ; Littérature langue française ; Poésie ; Tous genres";Non;84109;;IF76_043_7826057288;48.87894,2.3763673
L'EDITEUR;9 rue de Téhéran;75008;PARIS;75;www.lediteur.com;2009;CDE;Sodis;40;12;"Arts (livres) ; Roman, nouvelle";Non;36201;;IF76_043_7990304390;48.8760263,2.3127508
ÉDITIONS ESCABELLE;33 rue d'Aboukir;75002;PARIS;75;www.editionsescabelle.com;2010;CDE;Sodis;28;17;"Livre jeunesse ; Mémoire, témoignage, biographie (littérature)";Non;36190;;IF76_043_8614553010;48.8669996,2.3443536
IPAGINE ÉDITION;86 rue du Rocher;75008;PARIS;75;www.ipagine.com;2008;Auto-diffusion;Auto-distribution;29;6;"Livre jeunesse ; Philosophie";Non;9533549;48767778300028;IF76_043_9113490960;48.8803459,2.3176456
ÉDITIONS NOMADES;5 rue Tolain;75020;PARIS;75;www.editionsnomades.com;2010;Cartothèque EGG;Cartothèque EGG;27;10;Tourisme;Non;90163;52892693400027;ADIF_043_9115823360;48.8516124,2.4038698
ÉDITIONS DE PASSY;19 rue du Bouquet de Longchamp;75016;PARIS;75;www.les-editions-de-passy.e-monsite.com;2005;CED Cedif;Daudin;59;;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;35146;48114874000014;IF11_043_9091988670;48.8659746,2.290687
ACR - ART CRÉATION RÉALISATION;20 ter rue de Bezons;92400;COURBEVOIE;92;www.acr-edition.com;1983;Harmonia Mundi;Harmonia Mundi;197;4;"Arts (livres) ; Beaux-arts";Non;86770;;IF76_043_7826055521;48.8941552,2.2521968
LE PRÉAU DES COLLINES;145 bis avenue de Choisy;75013;PARIS;75;www.preaudescollines.fr;2002;le collectif des éditeurs indépendants;le collectif des éditeurs indépendants;49;3;Littérature langue française;Non;914945;44974818500021;IF76_043_7826055914;48.8273296,2.3582989
ÉDITIONS AMSTERDAM;31 rue Paul Fort;75014;PARIS;75;www.editionsamsterdam.fr;2006;Les Belles Lettres;Les Belles Lettres;90;10;"Essai, analyse, critique  ; Histoire  ; Philosophie  ; Sciences humaines et sociales";Non;35480;;IF76_043_7826056235;48.8237741,2.3284608
ÉDITIONS DU CENTRE POMPIDOU;25 rue du Renard;75004;PARIS;75;www.centrepompidou.fr;1977;Flammarion;UD;1014;40;"Arts (livres) ; Sciences humaines et sociales";Non;85850;;IF76_043_7826056421;48.8594845,2.3521215
ÉDITIONS CHARLES LÉOPOLD MAYER;38 rue Saint-Sabin;75011;PARIS;75;www.eclm.fr;1995;CED Cedif;Les Belles Lettres;400;10;"Economie solidaire ; Essai, analyse, critique  ; Sciences humaines et sociales";Non;84377;;IF76_043_7826056874;48.8579231,2.3696662
LES ÉDITIONS DU SONNEUR;5 rue Saint-Romain;75006;PARIS;75;www.editionsdusonneur.com;2005;Seuil;Volumen;77;10;Roman, nouvelle;Non;916136;48186467600012;IF76_043_7826057147;48.8479246,2.3206833
KAILASH ÉDITIONS;69 rue Saint-Jacques;75005;PARIS;75;www.kailasheditions.com;1991;Harmonia Mundi;Harmonia Mundi;170;10;"Arts (livres) ; Histoire  ; Livre  jeunesse ; Littérature langue française ; Sciences humaines et sociales";Non;909052;;IF76_043_7826057456;48.8499822,2.3452885
ÉDITIONS DIDIER CARPENTIER;22 rue d'Aumale;75009;PARIS;75;www.editions-carpentier.fr;1982;Volumen;Volumen;750;40;"Loisirs, vie pratique, tourisme  ; Mémoire, témoignage, biographie (documents)";Non;84167;;IF76_043_7826057534;48.8786337,2.3354633
EUGEN ULMER ÉDITIONS;8 rue Blanche;75009;PARIS;75;www.editions-ulmer.fr;1990;Seuil;Volumen;509;40;Loisirs, vie pratique, tourisme;Non;84138;;IF76_043_7826057597;48.8773193,2.3324478
MANUCIUS ÉDITIONS;40 rue de Montmorency;75003;PARIS;75;www.manucius.com;2003;Harmonia Mundi;Harmonia Mundi;120;14;"Arts (livres) ; Histoire  ; Littérature langue française ; Tous genres";Non;84578;;IF76_043_7826057792;48.863677,2.3537224
ÉDITIONS DU TROU DE NEZ;32 rue Marius Jacotot;92800;PUTEAUX;92;www.troudenez.com;2007;Auto-diffusion;Auto-distribution;6;1;Livre jeunesse;Non;916561;49970019300026;IF76_043_8214879440;48.8838199,2.2412882
SIKANMAR ÉDITEUR;26 rue Voltaire;92800;PUTEAUX;92;www.joetmoi.com;2010;Pollen littéral;;14;4;"Livre jeunesse ; Tourisme";Non;918861;;IF76_043_8735593740;48.8788073,2.2411815
ÉDITIONS PHILOMÈLE;11-13 rue de Saclay;92290;CHATENAY-MALABRY;92;www.editionsphilomele.fr;2010;Pollen littéral;Pollen littéral;31;6;Livre jeunesse;Non;918803;52844021700016;ADIF_043_9251848770;48.7610444,2.281358
NOUVEAUX DÉBATS PUBLICS;28 rue Bayard;75008;PARIS;75;www.nouveaux-debats-publics.com;2007;;Interforum;28;3;"Essai, analyse, critique  ; Sciences économiques";Non;916962;49899399700028;IF11_043_9109349950;48.8673815,2.308021
